customer_id,tenure_months,monthly_charges,total_charges,contract,payment_method,internet_service,support_calls,usage_gb,late_payments,senior_citizen,has_dependents,churn
C11018,3,77.29,260.47,Month-to-month,Electronic check,DSL,2,17.1,0,1,0,1
C11019,9,116.6,1073.64,Month-to-month,Electronic check,DSL,3,60.8,1,0,0,1
C11020,5,99.06,463.77,Month-to-month,Electronic check,No,1,9.3,1,1,0,1
C11021,6,17.6,58.87,Month-to-month,Mailed check,Fiber optic,1,85.8,0,0,1,0
C11022,63,100.53,6334.02,Month-to-month,Electronic check,Fiber optic,0,49.4,1,0,0,0
C11023,61,88.41,5415.45,Month-to-month,Bank transfer,Fiber optic,1,55.2,0,0,0,0
C11024,60,26.37,1598.41,Month-to-month,Electronic check,DSL,1,57.8,0,0,0,0
C11025,5,57.42,266.61,One year,Mailed check,DSL,2,60.2,1,0,1,0
C11026,6,92.39,566.25,One year,Mailed check,No,1,39.1,0,1,0,1
C11027,21,78.76,1714.05,One year,Electronic check,Fiber optic,2,42.5,1,0,1,0
C11028,41,32.27,1331.28,Month-to-month,Credit card,DSL,0,27.6,1,0,1,0
C11029,25,80.27,1941.42,Month-to-month,Bank transfer,Fiber optic,1,48.0,1,1,0,0
C11030,36,15.0,548.13,Month-to-month,Credit card,No,1,39.3,0,0,1,0
C11031,13,59.43,854.35,Two year,Mailed check,DSL,0,44.5,0,0,0,0
C11032,53,93.45,4901.35,Month-to-month,Mailed check,DSL,1,11.8,1,0,1,1
C11033,23,65.46,1506.77,One year,Electronic check,Fiber optic,3,23.7,0,0,0,0
C11034,5,52.53,253.6,Month-to-month,Bank transfer,DSL,4,36.0,0,0,0,1
C11035,54,87.23,4714.26,Two year,Bank transfer,DSL,0,15.1,1,0,0,0
C11036,66,89.37,5906.19,Month-to-month,Mailed check,DSL,1,6.6,0,0,0,0
C11037,2,97.75,241.1,Month-to-month,Electronic check,DSL,1,48.0,0,0,1,1
C11038,32,86.86,2782.91,Two year,Electronic check,Fiber optic,3,16.5,0,1,1,0
C11039,60,92.03,5572.89,Month-to-month,Electronic check,DSL,0,23.8,0,1,0,0
C11040,51,83.32,4244.61,One year,Electronic check,Fiber optic,0,54.1,1,0,1,0
C11041,62,71.64,4427.67,Month-to-month,Bank transfer,Fiber optic,1,73.6,0,0,0,0
C11042,30,67.24,1990.43,Two year,Credit card,DSL,1,28.4,0,0,1,0
C11043,27,59.07,1522.21,One year,Electronic check,DSL,3,85.8,0,0,0,0
C11044,52,34.69,1814.91,Month-to-month,Electronic check,No,2,101.4,1,1,1,1
C11045,12,41.12,575.6,Two year,Electronic check,Fiber optic,2,37.7,1,0,0,0
C11046,18,57.95,1061.43,One year,Electronic check,Fiber optic,1,37.6,1,1,1,0
C11047,44,71.04,3153.23,One year,Bank transfer,Fiber optic,2,22.6,0,0,0,1
C11048,49,101.02,4933.46,Month-to-month,Electronic check,No,1,45.3,1,0,0,1
C11049,9,63.96,565.87,Month-to-month,Credit card,DSL,1,73.9,0,1,1,0
C11050,37,90.09,3372.72,One year,Credit card,DSL,0,96.4,0,0,0,1
C11051,27,91.98,2563.81,Month-to-month,Mailed check,No,1,17.2,0,0,0,1
C11052,37,59.21,2250.29,Two year,Credit card,DSL,0,39.7,0,0,0,0
C11053,70,79.87,5623.11,Month-to-month,Bank transfer,Fiber optic,0,64.6,1,0,0,1
C11054,6,58.91,354.87,One year,Credit card,DSL,0,7.0,0,0,0,0
C11055,72,98.05,7067.99,Month-to-month,Electronic check,Fiber optic,2,0.7,0,0,1,0
C11056,33,80.9,2639.56,One year,Credit card,Fiber optic,2,38.4,1,0,0,1
C11057,56,35.24,1915.51,Month-to-month,Electronic check,Fiber optic,0,17.7,0,0,0,0
C11058,31,69.04,2095.17,Month-to-month,Mailed check,Fiber optic,0,15.4,1,0,0,0
C11059,23,106.2,2444.59,Month-to-month,Credit card,DSL,2,18.6,1,0,0,1
C11060,56,60.47,3374.64,One year,Mailed check,DSL,0,18.9,0,0,0,1
C11061,50,76.19,3750.72,Month-to-month,Electronic check,Fiber optic,0,53.4,1,0,1,0
C11062,11,78.65,863.66,One year,Electronic check,DSL,1,3.2,1,0,0,0
C11063,51,39.08,1980.34,Month-to-month,Electronic check,Fiber optic,2,50.5,0,1,1,0
C11064,55,77.77,4230.44,One year,Mailed check,Fiber optic,0,30.0,0,0,0,0
C11065,28,30.15,829.39,One year,Mailed check,Fiber optic,1,10.3,0,0,1,0
C11066,67,49.36,3294.28,Month-to-month,Bank transfer,Fiber optic,2,60.7,0,1,0,0
C11067,47,91.89,4294.16,Month-to-month,Credit card,No,0,52.6,0,0,1,0
C11068,25,73.92,1885.07,Month-to-month,Electronic check,Fiber optic,3,20.3,1,1,1,0
C11069,1,57.39,-18.73,One year,Credit card,DSL,2,57.9,0,0,0,1
C11070,49,76.16,3652.41,Two year,Bank transfer,No,0,91.5,1,0,1,1
C11071,16,63.5,1016.13,Month-to-month,Bank transfer,DSL,5,3.9,1,0,0,1
C11072,55,65.31,3595.9,One year,Bank transfer,No,1,15.7,2,0,0,0
C11073,38,81.42,3110.13,One year,Credit card,DSL,0,68.7,0,0,1,0
C11074,34,46.82,1570.32,One year,Electronic check,Fiber optic,0,34.1,0,0,0,1
C11075,12,66.01,755.4,Month-to-month,Bank transfer,Fiber optic,0,27.6,0,0,0,1
C11076,52,57.19,2973.59,Two year,Credit card,DSL,0,65.3,0,0,0,0
C11077,12,25.36,286.66,Month-to-month,Bank transfer,Fiber optic,6,24.0,1,0,1,1
C11078,31,41.99,1363.73,Two year,Electronic check,DSL,0,66.2,0,1,1,0
C11079,61,104.21,6343.84,Month-to-month,Bank transfer,Fiber optic,2,12.8,1,0,0,0
C11080,67,74.62,4997.41,Two year,Credit card,No,1,38.5,0,0,0,0
C11081,72,31.91,2396.54,Two year,Electronic check,Fiber optic,0,75.0,0,0,0,0
C11082,69,26.49,1820.02,Two year,Bank transfer,Fiber optic,2,8.2,0,1,1,0
C11083,41,62.2,2572.45,Month-to-month,Credit card,Fiber optic,1,19.0,0,1,0,0
C11084,15,104.03,1586.3,Two year,Mailed check,DSL,2,27.5,0,1,0,1
C11085,61,60.33,3709.39,Month-to-month,Electronic check,No,5,124.1,0,1,1,0
C11086,58,97.67,5676.44,One year,Bank transfer,Fiber optic,2,48.5,1,1,0,1
C11087,72,73.8,5321.35,Month-to-month,Bank transfer,Fiber optic,0,10.7,1,0,0,1
C11088,47,76.78,3612.67,One year,Mailed check,Fiber optic,0,137.9,1,1,1,0
C11089,11,31.61,324.67,Month-to-month,Bank transfer,Fiber optic,0,116.5,0,0,0,0
C11090,37,88.44,3285.3,Month-to-month,Mailed check,DSL,1,45.7,0,1,0,0
C11091,33,56.63,1949.94,Month-to-month,Credit card,DSL,1,165.0,0,0,1,0
C11092,61,86.58,5329.81,Month-to-month,Credit card,Fiber optic,0,22.5,0,0,0,0
C11093,29,44.65,1307.01,Month-to-month,Credit card,DSL,2,30.8,1,0,1,0
C11094,24,69.43,1700.55,Two year,Mailed check,DSL,1,15.9,0,0,0,1
C11095,6,73.8,408.03,One year,Electronic check,Fiber optic,1,65.7,1,0,0,1
C11096,61,61.15,3719.73,One year,Bank transfer,Fiber optic,1,147.6,0,0,0,0
C11097,55,75.11,4168.96,Two year,Electronic check,Fiber optic,0,82.5,0,0,0,0
C11098,3,58.34,234.51,Month-to-month,Mailed check,No,2,17.2,0,0,0,1
C11099,32,48.77,1529.81,Month-to-month,Electronic check,Fiber optic,2,23.9,0,0,0,0
C11100,35,105.14,3660.56,Month-to-month,Mailed check,DSL,1,75.4,0,0,1,1
C11101,34,91.22,3188.74,Month-to-month,Bank transfer,No,2,16.7,0,0,0,1
C11102,67,45.98,3084.51,One year,Mailed check,Fiber optic,0,38.1,3,0,1,0
C11103,11,79.21,944.24,One year,Mailed check,Fiber optic,0,7.4,0,0,0,1
C11104,23,46.43,1076.16,One year,Electronic check,No,1,30.4,0,0,0,0
C11105,14,35.38,505.17,One year,Electronic check,DSL,1,45.6,0,1,0,0
C11106,18,90.85,1623.08,Month-to-month,Mailed check,Fiber optic,1,47.3,0,0,0,1
C11107,66,22.4,1516.1,One year,Credit card,DSL,1,60.1,2,0,0,0
C11108,68,88.17,6049.87,Month-to-month,Credit card,DSL,2,111.0,1,0,1,1
C11109,4,58.68,193.32,Two year,Credit card,Fiber optic,2,86.2,0,0,0,0
C11110,46,59.71,2732.56,Month-to-month,Electronic check,DSL,3,81.2,0,0,0,0
C11111,17,75.24,1315.68,Month-to-month,Electronic check,DSL,0,72.8,0,0,0,1
C11112,14,79.53,1108.24,Month-to-month,Mailed check,Fiber optic,3,47.7,0,0,0,0
C11113,22,44.34,955.74,Month-to-month,Bank transfer,Fiber optic,1,38.6,0,1,0,0
C11114,14,82.94,1201.54,Month-to-month,Bank transfer,Fiber optic,1,89.5,0,0,1,0
C11115,36,67.83,2486.02,Month-to-month,Credit card,DSL,2,74.7,0,0,0,1
C11116,72,33.6,2401.21,One year,Mailed check,Fiber optic,1,21.1,1,0,0,0
C11117,43,60.75,2620.74,Two year,Bank transfer,Fiber optic,2,63.9,0,0,0,0
C11118,53,99.53,5226.75,Month-to-month,Credit card,Fiber optic,1,48.4,3,1,0,1
C11119,36,106.91,3812.94,Month-to-month,Electronic check,Fiber optic,0,56.9,0,0,1,1
C11120,2,82.93,170.83,Two year,Credit card,No,1,98.6,2,0,1,0
C11121,7,35.24,247.94,Month-to-month,Bank transfer,DSL,4,22.4,1,1,0,1
C11122,20,77.27,1506.72,Two year,Electronic check,Fiber optic,1,20.4,1,0,0,1
C11123,18,86.27,1524.22,Month-to-month,Credit card,No,1,51.9,0,0,0,1
C11124,61,83.14,5028.94,Month-to-month,Credit card,Fiber optic,2,24.5,0,1,0,1
C11125,61,84.62,5180.02,Month-to-month,Credit card,No,2,9.3,0,0,0,1
C11126,62,74.08,4514.25,Month-to-month,Electronic check,Fiber optic,3,14.4,1,0,0,1
C11127,46,63.19,2866.28,One year,Electronic check,Fiber optic,0,165.6,0,0,0,0
C11128,41,49.79,1966.87,Two year,Bank transfer,DSL,0,45.2,1,0,1,0
C11129,47,17.55,841.61,Month-to-month,Electronic check,DSL,2,65.2,0,1,0,0
C11130,30,73.49,2132.59,Two year,Electronic check,Fiber optic,0,35.6,0,0,0,0
C11131,49,69.65,3414.12,Month-to-month,Mailed check,Fiber optic,1,92.0,0,0,0,1
C11132,58,78.94,4644.1,Month-to-month,Electronic check,No,1,3.6,0,0,0,0
C11133,55,31.56,1802.74,Two year,Bank transfer,No,2,123.3,2,0,0,0
C11134,45,81.13,3578.61,Two year,Bank transfer,DSL,1,44.5,0,1,0,1
C11135,5,116.36,593.74,Month-to-month,Electronic check,Fiber optic,2,24.3,1,0,0,1
C11136,53,66.96,3509.32,Month-to-month,Bank transfer,No,2,111.2,0,0,0,0
C11137,27,63.46,1665.69,Month-to-month,Electronic check,No,2,62.1,3,0,0,0
C11138,54,72.73,3922.88,Month-to-month,Electronic check,No,1,39.4,0,0,1,0
C11139,39,115.81,4565.72,One year,Mailed check,Fiber optic,1,10.6,1,1,0,1
C11140,64,39.41,2546.23,Month-to-month,Mailed check,No,2,40.6,1,0,0,0
C11141,25,70.08,1723.39,One year,Electronic check,Fiber optic,1,48.8,1,0,0,1
C11142,68,45.01,3088.88,Month-to-month,Bank transfer,DSL,1,53.8,0,0,1,1
C11143,61,51.32,3040.77,Month-to-month,Mailed check,DSL,1,21.5,2,0,0,1
C11144,24,63.76,1500.12,Month-to-month,Bank transfer,Fiber optic,1,22.1,1,0,1,1
C11145,35,98.68,3420.84,Month-to-month,Mailed check,No,1,14.0,0,0,0,1
C11146,39,110.02,4293.91,One year,Bank transfer,Fiber optic,2,23.8,0,0,0,1
C11147,56,76.2,4259.09,Two year,Bank transfer,Fiber optic,0,70.2,1,0,0,0
C11148,50,55.59,2773.84,Two year,Electronic check,Fiber optic,0,142.4,1,1,0,0
C11149,62,127.32,7886.85,One year,Bank transfer,Fiber optic,0,34.7,0,0,0,1
C11150,27,54.31,1467.27,Month-to-month,Credit card,DSL,1,55.1,2,0,0,0
C11151,37,50.72,1898.25,Two year,Electronic check,Fiber optic,0,13.2,1,0,0,0
C11152,32,20.63,666.13,Two year,Bank transfer,DSL,0,13.6,0,0,0,0
C11153,66,99.9,6582.03,Two year,Credit card,Fiber optic,2,88.2,0,0,0,0
C11154,22,89.21,1978.69,Month-to-month,Electronic check,Fiber optic,1,2.7,0,0,1,1
C11155,43,125.45,5427.39,Month-to-month,Credit card,Fiber optic,1,62.6,0,0,0,1
C11156,9,30.26,250.1,One year,Mailed check,Fiber optic,1,64.6,0,0,1,1
C11157,62,101.45,6287.52,Month-to-month,Bank transfer,No,3,90.1,1,0,1,1
C11158,28,66.75,1915.48,Month-to-month,Credit card,No,1,57.5,0,0,0,1
C11159,25,85.15,2084.64,Month-to-month,Credit card,DSL,2,9.9,0,0,0,0
C11160,42,23.81,1072.21,One year,Bank transfer,DSL,0,104.6,1,0,0,0
C11161,36,101.7,3607.63,Month-to-month,Bank transfer,DSL,1,27.5,1,0,1,0
C11162,62,84.66,5235.11,One year,Electronic check,DSL,2,99.1,0,0,0,0
C11163,39,64.03,2459.16,One year,Electronic check,DSL,1,84.4,3,0,0,0
C11164,38,81.13,3170.46,Month-to-month,Credit card,No,2,55.9,0,0,0,1
C11165,8,45.86,346.75,Month-to-month,Mailed check,No,2,85.0,0,0,0,0
C11166,2,50.51,80.99,Two year,Credit card,DSL,0,114.5,0,0,0,1
C11167,29,53.41,1534.06,Month-to-month,Electronic check,No,0,62.4,0,0,1,0
C11168,72,18.68,1348.78,Month-to-month,Electronic check,No,0,78.1,0,0,0,0
C11169,67,86.54,5785.04,Month-to-month,Electronic check,Fiber optic,2,19.1,1,0,1,0
C11170,46,94.79,4355.02,Month-to-month,Mailed check,No,1,73.9,0,0,1,0
C11171,46,47.47,2042.45,One year,Electronic check,No,0,18.7,1,0,1,0
C11172,29,73.71,2139.88,Month-to-month,Mailed check,No,2,51.6,0,0,0,1
C11173,13,58.36,759.39,Two year,Credit card,Fiber optic,4,24.5,1,1,0,1
C11174,1,73.21,114.75,Month-to-month,Credit card,Fiber optic,2,29.9,0,0,0,1
C11175,25,49.31,1285.11,Two year,Bank transfer,DSL,0,124.8,0,0,0,0
C11176,23,42.91,979.42,One year,Electronic check,No,2,43.6,0,0,0,1
C11177,14,91.3,1310.85,Month-to-month,Mailed check,DSL,2,51.2,0,0,0,0
C11178,19,63.4,1160.54,One year,Bank transfer,Fiber optic,0,76.3,0,0,0,1
C11179,2,115.55,261.79,Month-to-month,Electronic check,DSL,2,48.5,1,0,0,1
C11180,44,66.16,2888.14,Two year,Mailed check,Fiber optic,1,72.9,0,0,0,1
C11181,67,41.85,2756.56,One year,Credit card,DSL,0,78.0,0,0,0,0
C11182,50,95.67,4776.08,Month-to-month,Electronic check,No,0,28.0,1,0,0,1
C11183,33,80.77,2721.43,Month-to-month,Credit card,Fiber optic,0,15.7,2,0,1,0
C11184,31,83.17,2585.51,Two year,Electronic check,Fiber optic,1,47.9,1,1,0,1
C11185,23,94.77,2239.57,One year,Electronic check,Fiber optic,0,30.1,1,0,0,0
C11186,11,48.68,505.53,Month-to-month,Electronic check,Fiber optic,1,82.8,0,0,1,0
C11187,44,61.82,2761.99,Month-to-month,Credit card,No,2,30.9,0,0,0,0
C11188,41,60.71,2463.02,Month-to-month,Bank transfer,No,3,113.9,0,1,0,0
C11189,1,32.73,41.74,One year,Bank transfer,No,0,116.9,0,0,1,0
C11190,30,58.41,1760.97,One year,Mailed check,Fiber optic,2,107.1,0,0,0,1
C11191,21,98.41,2093.07,Two year,Credit card,No,1,68.4,1,0,1,0
C11192,13,70.93,932.12,One year,Bank transfer,Fiber optic,1,25.3,0,0,0,0
C11193,51,31.35,1569.28,One year,Bank transfer,Fiber optic,1,34.2,0,0,0,0
C11194,38,26.1,1027.01,Month-to-month,Bank transfer,Fiber optic,6,67.5,1,0,0,0
C11195,46,106.62,4973.79,One year,Credit card,Fiber optic,1,40.0,0,1,1,1
C11196,52,62.74,3239.13,Month-to-month,Bank transfer,Fiber optic,0,38.1,1,0,1,0
C11197,71,48.81,3392.1,Two year,Electronic check,Fiber optic,1,110.8,0,0,1,0
C11198,58,58.15,3392.67,Month-to-month,Credit card,Fiber optic,1,12.7,2,0,0,0
C11199,45,28.07,1249.9,One year,Electronic check,Fiber optic,0,70.6,0,0,1,0
C11200,64,100.58,6431.88,Two year,Credit card,Fiber optic,0,64.4,0,0,0,0
C11201,35,55.17,1953.2,One year,Mailed check,Fiber optic,0,50.5,1,0,0,1
C11202,71,99.19,7024.23,Month-to-month,Electronic check,No,0,18.0,1,0,0,1
C11203,55,66.29,3635.2,One year,Electronic check,DSL,1,34.8,0,1,0,0
C11204,47,100.74,4730.78,Month-to-month,Bank transfer,DSL,2,49.8,0,0,0,1
C11205,66,71.42,4772.51,Month-to-month,Mailed check,Fiber optic,1,16.0,0,1,0,0
C11206,38,86.33,3281.74,One year,Credit card,DSL,0,96.2,1,1,0,0
C11207,52,82.98,4265.53,Two year,Bank transfer,DSL,2,45.7,1,0,1,1
C11208,21,80.58,1644.34,Month-to-month,Electronic check,Fiber optic,1,43.0,0,0,1,0
C11209,70,73.7,5164.57,Two year,Mailed check,DSL,0,73.6,0,0,1,0
C11210,45,59.18,2617.92,Month-to-month,Credit card,Fiber optic,0,127.0,0,0,0,0
C11211,57,112.89,6372.24,Two year,Credit card,DSL,1,34.0,1,1,0,0
C11212,34,42.33,1464.64,One year,Mailed check,DSL,1,14.4,0,0,1,0
C11213,63,65.11,4129.31,Two year,Credit card,Fiber optic,0,137.5,0,0,0,0
C11214,6,65.37,377.49,Two year,Electronic check,No,0,53.9,0,0,0,1
C11215,9,75.06,687.29,Two year,Bank transfer,Fiber optic,3,174.0,0,0,0,1
C11216,37,54.26,2015.14,One year,Credit card,Fiber optic,0,115.4,2,0,0,0
C11217,53,72.87,3886.21,Month-to-month,Mailed check,Fiber optic,0,22.8,0,0,0,0
C11218,59,60.78,3610.21,Month-to-month,Electronic check,Fiber optic,3,39.0,0,0,0,0
C11219,32,25.45,710.17,One year,Bank transfer,Fiber optic,2,2.7,1,0,0,0
C11220,47,65.24,3056.66,Month-to-month,Mailed check,DSL,1,25.2,1,0,0,0
C11221,40,37.49,1520.32,Two year,Electronic check,DSL,2,12.3,1,0,0,1
C11222,70,21.64,1498.38,Month-to-month,Electronic check,Fiber optic,3,27.1,1,0,1,0
C11223,48,68.42,3285.61,Two year,Bank transfer,Fiber optic,0,8.0,0,0,1,1
C11224,31,77.2,2423.23,Month-to-month,Electronic check,No,3,21.0,1,0,0,1
C11225,70,78.17,5475.14,Two year,Mailed check,Fiber optic,2,26.4,0,1,0,0
C11226,8,79.18,693.76,Two year,Credit card,Fiber optic,0,43.0,0,0,1,1
C11227,71,16.69,1230.07,Month-to-month,Bank transfer,Fiber optic,0,10.2,0,0,1,0
C11228,12,30.97,366.9,One year,Bank transfer,Fiber optic,1,99.2,0,0,0,0
C11229,21,114.34,2393.22,Month-to-month,Mailed check,Fiber optic,1,25.4,0,0,1,1
C11230,60,38.82,2215.19,Two year,Electronic check,DSL,2,56.2,0,1,1,0
C11231,53,80.27,4241.25,Two year,Mailed check,No,0,24.5,0,0,0,0
C11232,70,47.83,3293.97,Month-to-month,Electronic check,Fiber optic,2,45.1,0,0,0,0
C11233,54,66.99,3626.31,Month-to-month,Electronic check,Fiber optic,1,41.6,1,0,0,0
C11234,46,49.17,2267.93,Month-to-month,Electronic check,Fiber optic,3,102.3,0,1,1,0
C11235,25,79.04,2003.83,Month-to-month,Bank transfer,No,0,36.4,2,0,0,1
C11236,1,68.42,124.29,Two year,Electronic check,DSL,0,38.1,0,0,0,0
C11237,9,53.79,483.06,Month-to-month,Electronic check,No,2,17.0,0,0,0,0
C11238,22,38.75,943.72,Two year,Credit card,DSL,2,7.9,0,1,0,0
C11239,3,71.69,224.37,Two year,Electronic check,DSL,0,53.7,0,0,0,0
C11240,37,34.68,1230.75,Two year,Bank transfer,No,2,54.7,0,1,0,0
C11241,56,75.69,4216.16,One year,Mailed check,DSL,0,49.9,1,1,1,0
C11242,70,130.66,9131.29,Month-to-month,Bank transfer,Fiber optic,0,85.1,0,0,0,0
C11243,36,98.75,3578.69,Two year,Electronic check,Fiber optic,1,42.5,0,0,1,1
C11244,64,82.96,5271.55,One year,Electronic check,No,1,30.9,0,1,1,0
C11245,71,62.86,4451.14,Two year,Credit card,No,2,49.0,0,0,0,0
C11246,62,16.53,1018.42,Month-to-month,Mailed check,Fiber optic,2,37.2,0,0,0,0
C11247,34,31.94,1068.04,Month-to-month,Electronic check,No,2,11.5,0,0,1,1
C11248,24,97.07,2362.14,Two year,Mailed check,DSL,1,91.2,2,0,0,1
C11249,71,45.26,3239.11,Two year,Mailed check,Fiber optic,1,24.7,0,1,1,0
C11250,18,47.52,902.02,Month-to-month,Electronic check,No,1,39.2,0,1,1,0
C11251,30,60.86,1812.56,One year,Bank transfer,Fiber optic,1,26.7,1,0,0,1
C11252,6,38.45,278.8,Month-to-month,Mailed check,Fiber optic,1,101.6,1,0,0,1
C11253,58,34.33,1936.58,One year,Bank transfer,No,0,27.6,0,1,0,1
C11254,47,63.74,2940.24,Month-to-month,Credit card,Fiber optic,0,112.7,0,0,0,0
C11255,7,42.71,250.42,Month-to-month,Mailed check,No,2,22.7,0,0,1,1
C11256,16,46.47,743.89,Month-to-month,Credit card,DSL,3,70.7,1,0,0,1
C11257,40,45.47,1866.9,Month-to-month,Mailed check,Fiber optic,3,38.0,2,0,0,0
C11258,39,78.06,3020.25,Month-to-month,Mailed check,No,1,9.5,1,0,0,0
C11259,58,59.2,3414.53,Month-to-month,Bank transfer,Fiber optic,3,110.1,1,0,1,0
C11260,20,60.54,1202.16,Month-to-month,Bank transfer,Fiber optic,3,21.1,1,1,0,1
C11261,67,79.92,5377.55,One year,Electronic check,No,0,31.8,0,1,0,0
C11262,33,61.45,2008.74,One year,Credit card,Fiber optic,5,52.8,0,0,1,0
C11263,60,58.04,3461.06,One year,Credit card,DSL,0,14.8,1,0,0,0
C11264,18,76.76,1327.86,Month-to-month,Electronic check,DSL,0,24.1,0,0,1,1
C11265,3,81.7,222.23,Month-to-month,Bank transfer,Fiber optic,3,35.6,0,0,1,1
C11266,4,61.32,292.38,Two year,Credit card,Fiber optic,2,8.8,1,0,0,1
C11267,27,67.02,1813.18,Two year,Credit card,DSL,2,49.1,0,1,1,0
C11268,69,45.46,3107.15,Two year,Bank transfer,No,2,13.2,1,0,0,0
C11269,4,43.48,223.37,Two year,Electronic check,DSL,2,69.7,0,0,1,1
C11270,27,84.23,2250.8,One year,Bank transfer,No,2,92.3,0,0,1,1
C11271,8,76.12,665.76,Two year,Electronic check,No,1,72.9,0,0,0,0
C11272,68,76.38,5249.98,Month-to-month,Bank transfer,Fiber optic,0,79.9,3,0,0,1
C11273,49,72.02,3531.22,One year,Bank transfer,No,0,34.3,0,0,0,0
C11274,55,66.16,3578.86,Two year,Bank transfer,DSL,2,11.9,0,0,0,0
C11275,52,82.41,4376.9,One year,Electronic check,Fiber optic,1,89.3,0,0,0,0
C11276,48,88.38,4257.73,Month-to-month,Mailed check,No,3,24.6,0,0,1,1
C11277,56,87.78,4902.72,Month-to-month,Bank transfer,No,2,40.6,2,0,0,0
C11278,1,62.48,100.73,Month-to-month,Electronic check,DSL,1,18.7,0,0,0,0
C11279,63,99.67,6307.3,Month-to-month,Electronic check,DSL,2,16.4,0,0,0,0
C11280,54,70.71,3870.78,Two year,Electronic check,DSL,0,51.8,0,0,1,0
C11281,54,80.81,4337.25,One year,Credit card,No,2,44.6,0,1,1,0
C11282,29,72.05,2102.19,Month-to-month,Mailed check,DSL,0,9.0,0,1,1,0
C11283,58,71.18,4081.01,One year,Bank transfer,Fiber optic,2,25.6,0,0,0,1
C11284,28,46.61,1331.73,Month-to-month,Mailed check,Fiber optic,1,139.6,0,0,0,0
C11285,4,82.53,329.2,One year,Credit card,Fiber optic,0,63.8,1,0,1,0
C11286,66,136.13,8995.82,Month-to-month,Mailed check,Fiber optic,2,23.3,0,0,1,1
C11287,17,55.63,939.86,Month-to-month,Electronic check,Fiber optic,1,30.9,1,0,0,0
C11288,8,66.77,524.12,One year,Electronic check,Fiber optic,1,43.8,0,0,0,0
C11289,45,53.84,2388.07,One year,Electronic check,Fiber optic,1,31.0,2,0,0,1
C11290,17,52.8,929.22,One year,Credit card,Fiber optic,2,105.2,1,0,0,0
C11291,62,103.61,6483.41,Month-to-month,Bank transfer,Fiber optic,2,61.0,1,0,1,1
C11292,32,48.18,1519.49,One year,Bank transfer,Fiber optic,3,73.0,1,1,0,1
C11293,1,53.15,75.29,Month-to-month,Bank transfer,No,0,78.5,0,1,1,0
C11294,69,25.31,1763.68,Month-to-month,Credit card,Fiber optic,0,60.7,0,0,0,0
C11295,38,46.06,1750.6,One year,Credit card,Fiber optic,3,67.1,0,0,0,1
C11296,19,22.29,362.45,One year,Bank transfer,DSL,0,102.1,0,0,0,1
C11297,49,80.8,3907.14,Two year,Electronic check,DSL,0,69.5,0,0,0,0
C11298,39,134.99,5233.37,Month-to-month,Electronic check,No,1,15.2,0,0,0,1
C11299,3,55.83,81.93,Two year,Bank transfer,No,1,127.8,0,1,0,1
C11300,55,23.33,1339.47,Month-to-month,Credit card,DSL,0,6.8,0,0,0,0
C11301,29,87.5,2552.21,One year,Bank transfer,Fiber optic,0,59.1,2,0,1,1
C11302,51,46.83,2387.13,Two year,Electronic check,Fiber optic,1,47.3,1,0,0,0
C11303,65,97.48,6248.59,One year,Bank transfer,Fiber optic,2,28.9,0,0,0,0
C11304,44,57.95,2476.85,Two year,Mailed check,DSL,1,78.7,0,1,0,0
C11305,49,49.2,2410.71,Two year,Electronic check,No,4,37.9,0,0,1,1
C11306,19,60.55,1229.27,Month-to-month,Credit card,DSL,1,61.6,0,0,1,0
C11307,18,83.94,1482.97,Two year,Bank transfer,No,1,13.5,0,0,0,0
C11308,30,59.31,1813.85,Two year,Electronic check,DSL,0,88.8,0,0,1,0
C11309,62,52.58,3240.76,Month-to-month,Electronic check,Fiber optic,2,83.3,1,0,1,0
C11310,38,60.03,2283.35,Month-to-month,Bank transfer,DSL,2,43.0,0,0,1,1
C11311,26,33.2,911.79,Month-to-month,Mailed check,DSL,4,19.4,0,0,1,0
C11312,57,74.93,4257.17,Two year,Electronic check,No,2,93.1,0,0,0,0
C11313,62,20.33,1232.86,Two year,Bank transfer,Fiber optic,1,7.3,0,0,0,0
C11314,65,53.9,3560.22,Two year,Bank transfer,DSL,2,44.8,0,0,1,0
C11315,22,83.98,1849.38,Month-to-month,Electronic check,No,1,33.8,0,0,0,1
C11316,52,72.58,3817.81,Month-to-month,Mailed check,DSL,1,57.8,0,0,0,0
C11317,43,79.76,3402.27,Month-to-month,Bank transfer,DSL,2,33.3,0,0,0,1
C11318,33,63.37,2147.48,Month-to-month,Electronic check,DSL,1,80.2,0,1,0,0
C11319,29,94.24,2743.91,Month-to-month,Electronic check,Fiber optic,0,15.1,2,1,0,0
C11320,9,88.12,810.47,Month-to-month,Electronic check,No,0,93.6,2,0,0,1
C11321,20,76.15,1528.27,Month-to-month,Mailed check,DSL,2,38.8,2,0,0,1
C11322,40,88.19,3507.38,Month-to-month,Credit card,Fiber optic,1,27.8,0,0,0,1
C11323,64,83.76,5360.57,One year,Mailed check,DSL,1,56.8,1,0,1,0
C11324,63,54.01,3384.93,Month-to-month,Credit card,DSL,3,77.1,0,0,0,0
C11325,14,31.4,477.98,Month-to-month,Mailed check,Fiber optic,0,36.1,0,0,1,0
C11326,49,75.51,3691.87,One year,Bank transfer,Fiber optic,0,38.8,0,0,0,0
